x,kuiz1,kuiz2,delta,theta,alpha,beta,beta1,beta2,gamma,total
89.274,4.338891246347617e-09,3.18543572367904e-09,4.743154725248601e-09,7.015279653813287e-09,3.1746078766986433e-09,8.149600906449964e-09,5.433032957782503e-09,2.7165679486674633e-09,1.2387538231400824e-09,2.686143375423461e-08
89.524,6.3126724181614284e-09,2.9133021196357545e-09,7.368446512824111e-09,1.0747876475032683e-08,4.427738008163365e-09,6.8731087419592904e-09,4.0598380592560825e-09,2.8132706827032083e-09,1.2747239943214873e-09,3.384173248680334e-08
89.774,1.0383765696301242e-08,2.832328668218855e-09,1.2021834052782883e-08,1.3308471541417182e-08,6.051511907003948e-09,5.9968711535784836e-09,3.510547807263152e-09,2.4863233463153314e-09,1.2806816602046115e-09,4.097379920054944e-08
90.024,1.4203582924545768e-08,3.684134725915276e-09,1.4871606833747579e-08,1.3529721528063768e-08,8.414976739381773e-09,6.127689479669464e-09,4.047974413550237e-09,2.0797150661192272e-09,1.2733514330762985e-09,4.6616265256558644e-08
90.274,1.527849739906489e-08,4.941792455744212e-09,1.439328924560022e-08,1.3387398682451432e-08,1.0047327940905285e-08,6.731556678328303e-09,4.915544141125782e-09,1.816012537202522e-09,1.2865075166782476e-09,4.7285632433668606e-08
90.524,1.3711866741664741e-08,4.990575233046362e-09,1.188148941080797e-08,1.2002342302376346e-08,8.778730595338777e-09,7.058729706741396e-09,5.288742100543506e-09,1.7699876061978911e-09,1.385400747055888e-09,4.142518985589159e-08
90.774,1.0691551859223368e-08,3.757108739305385e-09,9.235710385998568e-09,9.268031998462797e-09,5.255091010202049e-09,7.131308971639618e-09,5.18448972546493e-09,1.9468192461746866e-09,1.527221409143783e-09,3.280912254009984e-08
91.024,7.216496731440517e-09,2.6109039770098518e-09,6.684437955834558e-09,8.377810161800488e-09,3.1305419376994215e-09,6.67699578524646e-09,4.603464593313246e-09,2.0735311919332147e-09,1.5952978032919257e-09,2.688880190995342e-08
91.274,4.133006789429208e-09,2.6185085618251046e-09,4.071264541333317e-09,9.670050616622773e-09,4.795553308800851e-09,5.945522325047786e-09,3.817106816642672e-09,2.1284155084051123e-09,1.5303382249747248e-09,2.669789563487359e-08
91.524,2.279262473160169e-09,3.2588842383870728e-09,2.927089938254555e-09,9.348792678971611e-09,7.872776267550671e-09,5.996431048530264e-09,3.3428356541172905e-09,2.6535953944129734e-09,1.3705093474566062e-09,2.8903422000711153e-08
91.774,3.3630683461696475e-09,3.4639874305941714e-09,4.321195900077367e-09,6.997786263487342e-09,8.48020576004978e-09,6.865841970644666e-09,3.2977919995310943e-09,3.5680499711135704e-09,1.1988584346091783e-09,2.978381599144702e-08
92.024,6.969729472402971e-09,2.847511831991113e-09,7.633939384656201e-09,5.333676156631329e-09,6.272509320703344e-09,6.981387743097201e-09,3.168902711250481e-09,3.812485031846719e-09,1.0858931811889335e-09,2.8405677241113625e-08
92.274,9.51093171976755e-09,2.2802414636844716e-09,9.156383689473334e-09,5.690872215649183e-09,3.9378447326706915e-09,5.6000372132930455e-09,2.680982116906387e-09,2.919055096386662e-09,1.0707259629845738e-09,2.5770186413980846e-08
92.524,8.06842782073835e-09,2.4395164348908848e-09,7.272373874830372e-09,6.021452420655914e-09,3.734741701054531e-09,4.194974225864954e-09,2.2523456489908184e-09,1.942628576874137e-09,1.1227615038255902e-09,2.2503968161160936e-08
92.774,4.331776843979709e-09,2.8774191205046774e-09,4.288772660874425e-09,4.865450744715962e-09,4.870506165058154e-09,4.131202658450049e-09,2.2523995091610704e-09,1.878803149288978e-09,1.1441939425615537e-09,1.9442088296790615e-08
93.024,1.9601746514992133e-09,2.861792483329351e-09,2.3740266695703506e-09,2.945729179989092e-09,5.715833202302933e-09,4.892520093217598e-09,2.544782360735155e-09,2.347737732482443e-09,1.0858146892945465e-09,1.761756087046656e-08
93.274,1.8115181892502199e-09,2.243827055775057e-09,2.263664519534734e-09,1.8712392415392824e-09,5.414972076601609e-09,5.120930902682126e-09,2.471213094367777e-09,2.6497178083143476e-09,1.0190431328734072e-09,1.6528593484451185e-08
93.524,2.167233474934983e-09,1.2502380325228394e-09,2.9207847729950823e-09,2.017773159275532e-09,4.143387280078761e-09,4.414586245355618e-09,1.8188558876870441e-09,2.5957303576685725e-09,9.93119197212263e-10,1.530208142701412e-08
93.774,2.116988472101427e-09,6.009734221153136e-10,4.194794369306015e-09,2.6646612552724527e-09,2.7600106836162707e-09,3.560741450752521e-09,1.2083406092155404e-09,2.3524008415369813e-09,9.547149818672036e-10,1.4872145871231807e-08
94.024,2.3057767469319396e-09,8.895665274100211e-10,5.475670680369696e-09,3.9627641670886545e-09,1.991695971627967e-09,3.5216148150395705e-09,1.3250235372522068e-09,2.196591277787363e-09,8.907719556387083e-10,1.7118955331604705e-08
94.274,4.33973945030696e-09,1.936606752039937e-09,6.448452777377771e-09,5.833937819102465e-09,1.856586830668854e-09,4.658286092376462e-09,2.278910022593858e-09,2.3793760697826043e-09,8.918759190905261e-10,2.1292651484124724e-08
94.524,7.419483609302053e-09,3.0820846834214555e-09,7.493247197357605e-09,6.8477058097207156e-09,2.236781125796606e-09,6.153358014056424e-09,3.4644628690601032e-09,2.6888951449963214e-09,1.0288842529879443e-09,2.478198941264582e-08
94.774,8.949315122189867e-09,3.5648005951727867e-09,7.887599143720638e-09,6.858847213474249e-09,3.081404008854368e-09,6.566954650489121e-09,3.853542621778887e-09,2.7134120287102337e-09,1.2815940734316775e-09,2.6561209161722187e-08
95.024,8.760966854825247e-09,3.4494957921843443e-09,7.179747174303618e-09,7.872987565614863e-09,3.969699272213808e-09,5.623162913925275e-09,3.303957603401813e-09,2.3192053105234617e-09,1.5302375846208177e-09,2.6753001817736792e-08
95.274,8.205485465650805e-09,3.6236896125024112e-09,4.957747871594258e-09,1.0028199069338555e-08,4.3858055977798584e-09,4.60289184569274e-09,2.6698163502482947e-09,1.9330754954444466e-09,1.633462143651337e-09,2.5748352333402385e-08
95.524,7.098702645053627e-09,3.8771598226964375e-09,2.940834843784042e-09,1.0967741976972496e-08,4.024335062097826e-09,4.310285037600048e-09,2.256227838616464e-09,2.054057198983584e-09,1.5025051183850167e-09,2.407244592880911e-08
95.774,5.303802040107687e-09,3.312450241870537e-09,3.234324786742764e-09,1.0032925727459669e-08,3.2859143560999078e-09,4.594430691691845e-09,1.9245427728016332e-09,2.6698879188902123e-09,1.2189189101951911e-09,2.2558110741199156e-08
96.024,4.772765631648489e-09,2.5742000210239517e-09,4.791007424970515e-09,9.185116176455761e-09,2.957026514727381e-09,5.1310414441228236e-09,1.8679766635934103e-09,3.2630647805294104e-09,9.886346131223152e-10,2.3348507492176843e-08
96.274,9.112054395930152e-09,2.6563695949585363e-09,9.73945520661247e-09,8.569457376920219e-09,3.2070529709226077e-09,5.356799427401991e-09,2.0543958609639624e-09,3.3024035664380284e-09,8.967438912113367e-10,2.8093752905339175e-08
96.524,1.969632621754607e-08,2.9461915054385713e-09,2.1385825529423482e-08,8.421704288953659e-09,3.3916855920029855e-09,4.834556568491208e-09,2.07376202815146e-09,2.760794540339748e-09,8.942812914429365e-10,3.931900174744781e-08
96.774,3.121784874567234e-08,2.853068526001476e-09,3.450457355972151e-08,1.1404043748507256e-08,3.901578403315277e-09,3.968271534890954e-09,1.8569480712027896e-09,2.111323463688164e-09,9.375318345009117e-10,5.554856215776378e-08
97.024,3.6732072131815893e-08,3.026144341731635e-09,3.9604684272792177e-08,1.4846299697951329e-08,5.0465573628553e-09,3.602841406814996e-09,1.8347921167456752e-09,1.7680492900693199e-09,1.1636239441927375e-09,6.710654501674477e-08
97.274,3.331201565888219e-08,3.4174235912519962e-09,3.435379113013695e-08,1.4228434781807729e-08,5.403067354454343e-09,3.8445038983346345e-09,2.1574665477862034e-09,1.6870373505484307e-09,1.5717216710724904e-09,6.425182616265184e-08
97.524,2.5318021093262267e-08,3.560990529281022e-09,2.556693083047963e-08,1.1093690666448736e-08,4.6894012991095785e-09,4.253812581281795e-09,2.5209211147302966e-09,1.732891466551497e-09,1.77808679004403e-09,5.004954506470145e-08
97.774,1.7468239018074116e-08,3.770052494913425e-09,1.6661216649313447e-08,9.771240470996875e-09,4.338211627126201e-09,4.586405386510539e-09,2.7870640522181218e-09,1.7993413342924148e-09,1.5814906462679392e-09,3.7124664381020025e-08
98.024,1.3355902497982273e-08,3.784963298083733e-09,1.0838219619797696e-08,9.433070419727917e-09,4.483561179103556e-09,5.034066220673505e-09,3.223681800577168e-09,1.8103844200963365e-09,1.3431649908717678e-09,3.174290480429314e-08
98.274,1.1924624135295349e-08,3.1150306218723845e-09,1.0133369785459324e-08,6.921951405567155e-09,4.101773256917487e-09,5.773403048471531e-09,3.837194878647153e-09,1.936208169824378e-09,1.3575988581376639e-09,2.9154924421863344e-08
98.524,9.735624700871097e-09,2.4182432838831144e-09,9.795130745216488e-09,4.288026496627848e-09,4.111043964867968e-09,6.202363217106059e-09,3.881542027352485e-09,2.320821189753576e-09,1.347592363181139e-09,2.6618978914322672e-08
98.774,8.523549167395359e-09,2.2199028326127883e-09,8.559385045506904e-09,4.855969804923352e-09,5.3538064401635055e-09,5.828433235908319e-09,3.1131656717105068e-09,2.7152675641978136e-09,1.0749529317093124e-09,2.6138232143992418e-08
99.024,1.217706489946323e-08,1.9687967949501466e-09,9.889377541722596e-09,9.180821604481359e-09,6.244909495476752e-09,5.024179182887432e-09,2.3335501775134476e-09,2.6906290053739843e-09,7.71527043812545e-10,3.130098804536356e-08
99.274,1.7948176493255224e-08,1.5250755837201545e-09,1.3749425187590239e-08,1.3813653793343262e-08,5.80658697399531e-09,4.710245401599061e-09,2.47742318896535e-09,2.23282221263371e-09,6.947155318713209e-10,3.904792544256929e-08
99.524,2.1106076889398592e-08,1.6711139023283025e-09,1.753872394504422e-08,1.4049041193991552e-08,5.577516108614225e-09,5.2068986640729295e-09,3.4411505392330698e-09,1.76574812483986e-09,7.986113563867464e-10,4.325391129084592e-08
99.774,2.0839643667751233e-08,2.5803560408792993e-09,1.909273849370275e-08,9.358477565054895e-09,6.4902468745972104e-09,5.986163353862141e-09,4.3486655687777335e-09,1.6374977850844073e-09,9.712620516336737e-10,4.217718341406205e-08
100.024,1.7517223001453636e-08,3.080528394466334e-09,1.7241733235678832e-08,4.641978417327591e-09,7.103302075735908e-09,6.090732324237342e-09,4.438314582955158e-09,1.652417741282185e-09,1.167315471376033e-09,3.653394954492718e-08
100.274,1.3916913953120047e-08,2.7413578441860464e-09,1.3187489827262526e-08,4.17584288160261e-09,6.718737920069782e-09,5.073895126559947e-09,3.5987769135903087e-09,1.4751182129696395e-09,1.3124580962719897e-09,3.059317516678794e-08
100.524,1.4741192501568142e-08,2.1194982077771325e-09,1.2953077358177088e-08,6.5260264324092145e-09,5.975991528537315e-09,3.909551680061278e-09,2.617306702982254e-09,1.2922449770790242e-09,1.3435282351140803e-09,3.082082205683592e-08
100.774,1.8436052493730384e-08,1.6369973904442562e-09,1.6633172449333233e-08,8.638327295598568e-09,5.191738949216026e-09,3.50647560791891e-09,2.120268273501432e-09,1.3862073344174778e-09,1.2378636088090974e-09,3.565887089417223e-08
101.024,2.219181209035289e-08,1.4283535217243203e-09,1.9516787509583422e-08,9.947983898354298e-09,4.059025246324005e-09,3.5934612623020605e-09,2.123593042574593e-09,1.4698682197274677e-09,1.029558097417352e-09,3.926472351473337e-08
101.274,2.7473461001893385e-08,1.5092991753651127e-09,2.3371452698158314e-08,1.0184329557629928e-08,2.7687638877956654e-09,3.68029157036768e-09,2.335556596708053e-09,1.3447349736596263e-09,8.138684022411636e-10,4.1646735539524194e-08
101.524,3.258341778810807e-08,1.8548041647380237e-09,2.8252610272154356e-08,8.949250387419278e-09,1.9658110291001765e-09,4.109151339913163e-09,2.803278462061456e-09,1.305872877851707e-09,6.929058391139708e-10,4.4195049760515155e-08
101.774,3.165128473982611e-08,2.381693411003399e-09,2.923099766008803e-08,7.284043146724432e-09,1.7157234406547145e-09,5.185656697124337e-09,3.6977965058067727e-09,1.487860191317566e-09,6.981750355192747e-10,4.441612140176795e-08
102.024,2.3864863259177145e-08,2.802409245296759e-09,2.398907394932792e-08,7.950466262545131e-09,1.659320520424335e-09,6.142909955262277e-09,4.432140080074353e-09,1.710769875187924e-09,8.072748747004581e-10,4.1313182279560404e-08
102.274,1.5879364372695906e-08,2.6591587141100235e-09,1.7946270658131303e-08,9.772264909207235e-09,1.7697315719128603e-09,6.0353573916874856e-09,4.210620411560228e-09,1.8247369801272578e-09,9.86001473055137e-10,3.902337307898254e-08
102.524,1.7107057487054063e-08,2.1361843050150737e-09,1.7683343642557454e-08,1.1508020109516191e-08,2.1391239416954334e-09,5.3183438317157595e-09,3.4459091544426935e-09,1.872434677273065e-09,1.0831589617992152e-09,4.166261294724251e-08
102.774,2.7387497480113053e-08,1.903586952412825e-09,2.353828151200726e-08,1.4108406966445798e-08,3.078162121398569e-09,5.178493305920443e-09,3.3009359237770374e-09,1.877557382143405e-09,9.80900324588894e-10,4.912717404798318e-08
103.024,3.572328046062868e-08,2.1699578455560792e-09,2.856792508137139e-08,1.6148652915213256e-08,4.81998653392324e-09,5.642408766020869e-09,3.6560249481959235e-09,1.9863838178249447e-09,8.104632293988618e-10,5.6505801140372606e-08
103.274,3.351227984948471e-08,2.3279839732168365e-09,2.784807485013148e-08,1.462219524407129e-08,6.090915249754304e-09,5.701465404012467e-09,3.3242939924249884e-09,2.377171411587478e-09,7.870578967713517e-10,5.574078192050317e-08
103.524,2.639567437548147e-08,1.950993793172281e-09,2.4647608605594164e-08,1.0013160881413134e-08,5.611712007080215e-09,4.937681210160947e-09,2.2301356363116065e-09,2.707545573849339e-09,9.597673115727395e-10,4.8662517162044475e-08
103.774,2.468496146950471e-08,1.9653883731694992e-09,2.4418608209518744e-08,6.356370259424855e-09,4.328251857330675e-09,4.209836310233459e-09,1.6873018045300347e-09,2.5225345057034246e-09,1.171487158981078e-09,4.521991100865571e-08
104.024,2.7733251302341242e-08,3.496905509203953e-09,2.5724444885595914e-08,6.678183598589014e-09,3.6939889205390063e-09,4.707796110048763e-09,2.7057057663903113e-09,2.0020903436584514e-09,1.2633798168358026e-09,4.6023547615178967e-08
104.274,2.836491475081832e-08,5.3078276560116666e-09,2.3843480125825584e-08,8.945748605962502e-09,3.5061324376528732e-09,6.258021772197119e-09,4.527585821100699e-09,1.7304359510964203e-09,1.1916049749437025e-09,4.5638429087837796e-08
104.524,2.3998556411404947e-08,5.078688076684567e-09,1.9726644055205965e-08,9.042419295843684e-09,3.3474651127079744e-09,6.935555602123395e-09,5.16881230758323e-09,1.7667432945401634e-09,1.0680337943529027e-09,4.129421790283509e-08
104.774,1.9156448298598983e-08,3.126351983474038e-09,1.652776146989116e-08,6.729436234851e-09,3.5962649841581373e-09,5.8553102976071855e-09,3.934253499206943e-09,1.9210567984002445e-09,1.0098993925827374e-09,3.5913837697642796e-08
105.024,1.6055285213330746e-08,2.2028675809275555e-09,1.500833381174625e-08,4.587327354611182e-09,4.066763213676406e-09,4.711380005398439e-09,2.5245580188963765e-09,2.1868219865020625e-09,1.0233021672833814e-09,3.3124973785476094e-08
105.274,1.613453122786676e-08,3.407559721221518e-09,1.4930568670268498e-08,4.907354547387748e-09,4.148740803949569e-09,5.139678243130046e-09,2.7832019028388696e-09,2.3564763402911766e-09,1.0769655191573897e-09,3.39117106303348e-08
105.524,1.9817017133248487e-08,4.7751927086386425e-09,1.6529398857283955e-08,7.604444674672086e-09,3.5862451731129572e-09,6.191300512103202e-09,3.987189352824322e-09,2.2041111592788825e-09,1.128699515793196e-09,3.728224312747493e-08
105.774,2.2299215271901532e-08,4.4545310457406496e-09,1.5880922043289452e-08,1.0091255416025403e-08,2.631270290456405e-09,6.059648796191144e-09,4.213819909017414e-09,1.84582888717373e-09,1.1891766720344762e-09,3.804031396026222e-08
106.024,1.9827739123775406e-08,2.778587682417101e-09,1.3155324272317187e-08,9.390352318661636e-09,2.0481583723065527e-09,4.7901985649701284e-09,3.213002517733309e-09,1.577196047236819e-09,1.3554752798299302e-09,3.2904231240596e-08
106.274,1.6074720785428625e-08,1.3740492786735438e-09,1.1650108199625843e-08,7.429885794742175e-09,2.7787438259538578e-09,3.51670872952967e-09,2.020099853244226e-09,1.4966088762854444e-09,1.6458600360246878e-09,2.801099180967594e-08
106.524,1.7699371086969033e-08,8.720512575296928e-10,1.2434233979953816e-08,9.005043151460316e-09,4.353867547716973e-09,2.8152494258688982e-09,1.2773252905716677e-09,1.53792413529723e-09,1.8369010619523062e-09,3.093718232771496e-08
106.774,2.7400354909732838e-08,7.246168624525093e-10,1.844877747553202e-08,1.2848387274340154e-08,4.973272087992702e-09,2.6648935356752156e-09,9.885151196324876e-10,1.6763784160427286e-09,1.7215573109326327e-09,4.194066623704787e-08
107.024,4.110733427998092e-08,6.190463028657717e-10,3.192814544245311e-08,1.2555390424812415e-08,4.097617895321184e-09,3.0948230419675043e-09,1.271203128434952e-09,1.8236199135325525e-09,1.4392005166563221e-09,5.451032748045194e-08
107.274,5.2337870594263076e-08,4.981595513315639e-10,4.807155272514678e-08,8.256987746900812e-09,2.6560450545698513e-09,3.975209162315367e-09,2.138261770649935e-09,1.8369473916654327e-09,1.244181170454769e-09,6.44948092792121e-08
107.524,5.681968018332743e-08,7.663520971193673e-10,5.5453946391835785e-08,6.391624131385216e-09,1.569171943281382e-09,5.1138422726085126e-09,3.456646383940825e-09,1.6571958886676886e-09,1.195340854159301e-09,7.038768012791385e-08
107.774,5.1963854600279817e-08,1.5814458588976932e-09,4.9652012392758766e-08,8.567940455956937e-09,1.0058228649664483e-09,6.172483448110596e-09,4.649065428768952e-09,1.523418019341643e-09,1.2063256822738309e-09,6.786747188450118e-08
108.024,4.0381156963017565e-08,2.1416289362591998e-09,3.773789901775701e-08,1.0816376470668528e-08,9.420275881370622e-10,6.463685660760157e-09,4.777492777836051e-09,1.6861928829241055e-09,1.2241715756384656e-09,5.786613862098054e-08
108.274,3.18005284065172e-08,2.0458179610184834e-09,2.8598236099183612e-08,1.158394920155979e-08,1.4052206150161507e-09,5.7097528149019765e-09,3.7226119027208713e-09,1.9871409121811044e-09,1.2415923921258086e-09,4.942203722268576e-08
108.524,2.9511985009887007e-08,2.0964405505274852e-09,2.5494876452397727e-08,1.1601218835866313e-08,2.0485031353252616e-09,5.1268443705203635e-09,2.790727405094216e-09,2.3361169654261457e-09,1.2470909085792216e-09,4.6358979853773816e-08
108.774,2.5737566216309797e-08,2.617046198020424e-09,2.1269559680322165e-08,1.1689859766318159e-08,2.308958556679639e-09,5.672379756030745e-09,3.0352350805322117e-09,2.6371446754985344e-09,1.2565607201523172e-09,4.241141376151984e-08
109.024,1.93407193619434e-08,2.6369416997754845e-09,1.6058048417288944e-08,1.0817598497525961e-08,2.0706802958459265e-09,6.283322500332081e-09,3.536752310240772e-09,2.746570190091309e-09,1.3198002657923077e-09,3.677603345580583e-08
109.274,2.4064779710143152e-08,1.773997473572379e-09,2.4478282490341692e-08,8.20017195015768e-09,1.8063326220627506e-09,6.0094487574189475e-09,3.215097523305368e-09,2.7943512341135802e-09,1.3850163525145349e-09,4.1987113474853616e-08
109.524,4.4747591989732135e-08,9.931598802325068e-10,4.8084769554535006e-08,5.542937835672441e-09,1.6675484223961242e-09,5.2940168402463475e-09,2.5164728907484383e-09,2.7775439494979087e-09,1.3191577584949434e-09,6.231421727545401e-08
109.774,6.284871934027623e-08,8.279840607036126e-10,6.719720786903275e-08,4.646218206207744e-09,1.7132448531877759e-09,4.696683464709792e-09,2.224153331567869e-09,2.4725301331419247e-09,1.1589244849296886e-09,8.007972405609763e-08
110.024,6.012879931664426e-08,8.377746420308679e-10,6.423751023925821e-08,5.762038006882105e-09,2.597833475066625e-09,4.468363896952188e-09,2.479991324932801e-09,1.9883725720193877e-09,1.1283574535693981e-09,7.856799252745623e-08
110.274,4.422558223804994e-08,8.881953137257812e-10,4.593514703889832e-08,7.829463741824873e-09,4.236557385960978e-09,4.849438101122054e-09,3.0215052203915232e-09,1.8279328807305323e-09,1.2578293780351184e-09,6.430184239797757e-08
110.524,3.494130923516323e-08,1.2178081332033916e-09,3.2463124283260216e-08,1.0528804435278307e-08,5.008906750908402e-09,5.478033721920974e-09,3.331515344416874e-09,2.146518377504101e-09,1.3065944050319352e-09,5.489039225360823e-08
110.774,4.403562330687705e-08,1.8238962185309996e-09,4.224405829658452e-08,1.0785894637573393e-08,4.477264704532841e-09,5.396323946035837e-09,2.8084234020024806e-09,2.587900544033354e-09,1.1884861102622183e-09,6.43476260548432e-08
111.024,7.066825391047042e-08,2.2014464451723616e-09,7.444054270437553e-08,8.360002219099676e-09,3.90014863761672e-09,4.500881837030552e-09,1.7333456262732639e-09,2.767536210757287e-09,1.1118810798996803e-09,9.34364336988922e-08
111.274,9.547500501433875e-08,1.974459332168051e-09,1.0222239780399991e-07,7.379425634878086e-09,3.878687446461686e-09,3.5951226056182172e-09,9.981348729592514e-10,2.596987732658966e-09,1.2121824387303222e-09,1.1932565921676198e-07
111.524,9.356952237439131e-08,1.3480622166778224e-09,9.557009324964648e-08,1.0043929561391695e-08,4.242548385102633e-09,3.275715887241565e-09,8.968800284199377e-10,2.378835858821627e-09,1.3919192472740452e-09,1.149757839996186e-07
111.774,6.896208544507356e-08,8.042642137847897e-10,6.573420182986103e-08,1.2475477399792345e-08,4.501584613089461e-09,3.4044579546422863e-09,1.1662958302077665e-09,2.23816212443452e-09,1.4900205416102031e-09,8.781636630031932e-08
112.024,7.127368987889842e-08,1.236533784275068e-09,7.196592447467022e-08,2.489021906370949e-08,5.078767523383956e-09,3.6234094124951544e-09,1.6285018265393627e-09,1.994907585955792e-09,1.4077054650437387e-09,1.0877273782685202e-07
112.274,1.5209099903305471e-06,9.714524925850923e-09,1.4862037474957186e-06,8.342588289716075e-07,5.687841109403728e-08,1.688770836554414e-08,1.385090149670599e-08,3.036806868838152e-09,1.3037414226922134e-09,2.5027830654392944e-06
112.524,9.209493401337214e-06,4.105283856405939e-08,9.75408964955152e-06,4.525699206118016e-06,3.1762292596206757e-07,8.137947480201712e-08,7.326840611692135e-08,8.11106868509575e-09,1.7502131787199765e-09,1.5282528395716247e-05
112.774,2.544727879758494e-05,9.844759811434493e-08,2.642093432136889e-05,1.1447209979602568e-05,8.371809450813033e-07,2.0789824669798492e-07,1.9158809644935086e-07,1.631015024863402e-08,2.990318697655958e-09,4.015033439063459e-05
113.024,4.3650257166623815e-05,1.4886020774672115e-07,4.3412178671887504e-05,1.861712836360681e-05,1.216648352600937e-06,3.302431441286884e-07,3.0506325204885077e-07,2.517989207983751e-08,4.530403348237483e-09,6.48377946350678e-05
113.274,5.4691971910436255e-05,1.5548982368590723e-07,5.115149569862802e-05,2.360033837270335e-05,1.1082893980208028e-06,3.749495284490033e-07,3.4119286180240427e-07,3.3756666646599046e-08,5.569129308033719e-09,7.667468247266197e-05
113.524,5.7305211216784386e-05,1.2620226785752207e-07,5.0114193651017044e-05,2.609957473711983e-05,7.488857178800129e-07,3.5640741619357884e-07,3.154248842121087e-07,4.098253198147018e-08,5.80870531521255e-09,7.739515305316591e-05
113.774,5.6243695980312014e-05,1.0838875497243039e-07,4.8501167476455205e-05,2.647339675726072e-05,6.563013533973697e-07,3.48855213397185e-07,3.078747365859046e-07,4.098047681128029e-08,5.48653255691798e-09,7.598722411203347e-05
114.024,5.552864901544873e-05,1.250654723108294e-07,4.953502267741455e-05,2.5515576764298524e-05,1.0310958803545937e-06,3.897844799142556e-07,3.5622014713840894e-07,3.356433277584666e-08,5.177094954436823e-09,7.648903874707936e-05
114.274,5.568975626200104e-05,1.618437973362868e-07,5.1875332613516665e-05,2.462165096026553e-05,1.688730142796345e-06,4.3952605985448315e-07,4.1280621183489557e-07,2.6719848019587582e-08,5.0653966667394035e-09,7.863421514150965e-05
114.524,5.623441578656791e-05,1.929366974374733e-07,5.411969044624244e-05,2.3857628122728067e-05,2.2980283988662044e-06,4.508291601896783e-07,4.279799177184682e-07,2.28492424712101e-08,5.08894819809036e-09,8.07465331071932e-05
114.774,5.6745660839404465e-05,2.0253399204695686e-07,5.532822305694407e-05,2.3295839599455017e-05,2.657534754298877e-06,4.2736884480517854e-07,4.066535689900149e-07,2.071527581516373e-08,5.693897486556923e-09,8.17149838640657e-05
115.024,5.667424751081411e-05,2.0357675231791915e-07,5.5565475603847234e-05,2.281090189792087e-05,2.7693389415043984e-06,4.127854213943598e-07,3.914859284956215e-07,2.1299492898738352e-08,6.771428372109639e-09,8.15696282973647e-05
115.274,5.594228345712349e-05,2.203156838208549e-07,5.516156743229564e-05,2.242596545394885e-05,2.761730596111666e-06,4.28046460587303e-07,4.044486790357534e-07,2.3597781551549524e-08,7.306319622251558e-09,8.078731726824421e-05
115.524,5.516191131703539e-05,2.4530208358374106e-07,5.442967412139353e-05,2.2320895498448587e-05,2.677787213091998e-06,4.5496351953066005e-07,4.2980501263381344e-07,2.515850689684656e-08,6.8383147613327235e-09,7.989358342936511e-05
115.774,5.453284835655722e-05,2.4772519410787176e-07,5.3315592269517705e-05,2.267805826149671e-05,2.4992308482203923e-06,4.648202854765788e-07,4.3788253718295223e-07,2.693774829362654e-08,6.1100373945054455e-09,7.896444606020297e-05
116.024,5.37414121912963e-05,2.2549490960230523e-07,5.222125980187132e-05,2.2876027662978827e-05,2.3876132497182097e-06,4.506021334603227e-07,4.2005436361950947e-07,3.05477698408131e-08,6.0352932672972755e-09,7.794735552243035e-05
116.274,5.3058474324573e-05,2.1379006314123258e-07,5.1666734530313306e-05,2.2465376666219668e-05,2.4353519845803424e-06,4.330515742645479e-07,3.96220420295562e-07,3.683115396898598e-08,5.965823178599538e-09,7.700688569401643e-05
116.524,5.305440585970909e-05,2.246169585432928e-07,5.229434182979116e-05,2.1423149780525508e-05,2.497302927569383e-06,4.371722938065177e-07,3.89680203029218e-07,4.7492090777299784e-08,5.370154391423986e-09,7.66641324318722e-05
116.774,5.3961014238740816e-05,2.511051109272311e-07,5.380059242409694e-05,2.0584217128493233e-05,2.5181026085927505e-06,4.616241503660652e-07,4.0213077186792137e-07,5.949337849814379e-08,4.585282644403639e-09,7.737126016817157e-05
117.024,5.5481111356662104e-05,2.820987722828616e-07,5.545980378170227e-05,2.0526639251863015e-05,2.511230897597636e-06,4.881797919111944e-07,4.2012318467055134e-07,6.805660724064292e-08,4.17312088004732e-09,7.899662490688255e-05
117.274,5.672991000904075e-05,2.9999972061680646e-07,5.6702558696931363e-05,2.070890459658126e-05,2.492556626297352e-06,5.016772447466796e-07,4.3242107583762346e-07,6.925616890905643e-08,4.333175055515075e-09,8.04115327020921e-05
117.524,5.7176007309132435e-05,2.8304495687718584e-07,5.713233862357131e-05,2.0523551487860177e-05,2.394422496751544e-06,4.97376715279357e-07,4.340319366988795e-07,6.33447785804773e-08,4.816993166590783e-09,8.055446913356702e-05
117.774,5.7141800526305835e-05,2.4580266257345476e-07,5.7104172748202076e-05,2.0082131401518706e-05,2.221060635652953e-06,4.884110754824574e-07,4.348381845579855e-07,5.35728909244721e-08,5.614304382679622e-09,7.990297607033885e-05
118.024,5.707154482328479e-05,2.1304600370076266e-07,5.706985437220655e-05,1.9870194405552594e-05,2.0913764874462122e-06,4.867981643869898e-07,4.3868712919994306e-07,4.811103518704655e-08,6.647822226336547e-09,7.952686373174648e-05
118.274,5.723568439154874e-05,1.865369274889655e-07,5.724318138252068e-05,1.9951394209783177e-05,1.998796992697445e-06,4.896382098777406e-07,4.425518517746094e-07,4.7086358103131294e-08,7.648164446546702e-09,7.969101978668712e-05
118.524,5.764997134690195e-05,1.551031355369953e-07,5.759857917354665e-05,1.9941449586084118e-05,1.8689670714526355e-06,4.847071165881735e-07,4.4068423831933906e-07,4.402287826883444e-08,8.324705896072357e-09,7.990234146537527e-05
